ID,Text,Comment
CrashScreen.CommentPlaceholder,"Megjegyzés (opcionális)","Shown in a crash screen text field where players can optionally enter a comment that will help track down the bug"
CrashScreen.HowToFindReport,A jelentésbe kerülő adatok:,
CrashScreen.HowToFindReportShort,A hibajelentést itt találod:,
CrashScreen.Introduction,"Ez váratlan volt. A mi hibánk, de jelentés küldésével segíthetsz nekünk a probléma megoldásában.",
CrashScreen.ManualInstructions,"Kézzel is beküldheted a jelentést:",
CrashScreen.ModdedIntroduction,"Úgy tűnik, hogy moddolt változatot futtatsz a játékból, ez lehet a hiba oka.",
CrashScreen.ModdedInstructions,A modulok eltávolításához itt találsz segítséget:,
CrashScreen.PrivacyPolicyAccept,Elfogadom az,Next to a checkbox and followed by CrashScreen.PrivacyPolicyLink
CrashScreen.PrivacyPolicyLink,Adatvédelmi irányelveket,Preceded by a checkbox and CrashScreen.PrivacyPolicyToggle
CrashScreen.SendFail,"Nem sikerült elküldeni. Kattints az újraküldéshez.",
CrashScreen.SendReport,Hibajelentés küldése a Timberborn csapatának,
CrashScreen.SendSuccess,"Megkaptuk a jelentésedet, köszönjük!",
CrashScreen.Sending,Küldés...,
CrashScreen.Title,Hoppá... egy hiba :'(,
Condition.DisplayName,Állapot,"Bot equivalent of wellbeing (how good they are taken care of, how good their mechanical condition is)"
Console.CloseButton,Bezár,Label of the button that closes the console
Console.Collapse,▲ Összecsuk,Label of the button that collapses the console vertically. Please keep the arrow.
Console.Expand,▼ Kinyit,Label of the button that expands the console vertically. Please keep the arrow.
Console.OpenDirectoryButton,A naplómappa megnyitása,Label of the button that opens the folder with logs
ConstructionSites.DisplayName,Építési terület,
ConstructionSites.Priority,Építési prioritás,
ConstructionSites.PriorityTitle,Építési prioritás:,Setting a priority for construction work on a construction site
ConstructionSites.Progress,Előrehaladás: {0}%,{0} stands for percentage of construction progress
ConstructionSites.Info.WaitingForMaterials,(építőanyagra vár),Awaiting new materials to build
Core.BrowseDirectory,Tallózás ►,Opens file browser to either save folder or map folder. Please keep the arrow.
Core.Cancel,Mégse,A button please keep short
Core.EmptyList,"Semmi nincs itt. Még.",A text shown in a list that does not contain any elements.
Core.GameTip,"Tipp: Ha egy épület <YellowHighlight>Szilárd</YellowHighlight>, mint például egy Kunyhó vagy egy Raktár, akkor mást is építhetsz a tetejére.",Tip that shows up while the game is loading. Solid is a keyword.
Core.Load,Betöltés,A button please keep short
Core.Loading,BETÖLTÉS,Used in loading screen during loading
Core.NavigationNext,Tovább,Used in forms to navigate to the next step.
Core.NavigationBack,Vissza,Used in forms to navigate to the previous step.
Core.No,Nem,A button please keep short
Core.OK,OK,A button please keep short
Core.Overwrite,Felülírás,A button shown in prompts with confirmation that a file will be overwritten
Core.ResourceNameAndAmount,{0} ({1}),"Used for example in building material costs, {0} stands for resource name, {1} stands for amount"
Core.ResourceNameAndAmountPerHour,{0} ({1} óránként),"Used for example in building resource usage, {0} stands for resource name, {1} stands for amount"
Core.Save,Mentés,A button please keep short
Core.SaveAs,Mentés másként...,A button please keep short
Core.Start,Kezdés,A button please keep short
Core.Status,Állapot:,Indication in interface about status of some property. For example 'Status: Enabled'
Core.Yes,Igen,
Demolish.Blocked,A rajta lévő objektumok miatt nem lehet elbontani.,Text of status message when trying to demolish an object (i.e. natural overhang) that has objects or buildings built on top of it preventing demolition.
Demolish.Cancel,Bontás megszakítása,
Demolish.Mark,Bontás,Demolishing is removing with the use of builders. Must be different than 'Delete' which has a slightly different meaning in the game.
Demolish.PriorityTitle,Bontási prioritás:,Setting a priority for demolition work on demolition target
DemolishSelectionTool.Description,"Jelölj ki bontásra dolgokat! A bennük lévő összes erőforrás elveszik.",
DemolishSelectionTool.Title,Bontásra jelölés,
DemolishUnselectionTool.Title,Bontásra jelölés megszüntetése,
DemolishUnselectionTool.Description,Megszünteti a bontásra való kijelölést.,
DeletionBlocker.ObjectAtop,"Valami van rajta.",Shown when the player tries to delete a structure that has another structure on top.
DeletionBlocker.Prefix,"Nem törölhető.",Tooltip prefix for the delete button when the object cannot be deleted.
DeletionBlocker.TerrainPhysics,"Épület tartja a földet.",Building can't be deleted when it has the terrain on top of it and it last valid support for the terrain
DeletionTool.Description.Buildings,Használd ezt az eszközt épületek bontásához. Az építési anyagok egy része és az összes tárolt áru visszanyerhető törmelékké alakul.,"Rubble should be the same as RecoveredGoodStack.DisplayName, ""Stored goods"" could be translated similar to Building.SmallWarehouse.Description"
DeletionTool.Description.Objects,Használd ezt az eszközt objektumok törléséhez.,
DeletionTool.Description.RecoveredGoodStack,Használd ezt az eszközt törmelékek törléséhez. A törmelékekben tárolt erőforrások elvesznek.,Rubble should be the same as RecoveredGoodStack.DisplayName
DeletionTool.Prompt.Buildings,"Biztos vagy benne, hogy bontani szeretnéd a kijelölt épületeket? Nem lehet visszavonni.",
DeletionTool.Prompt.Objects,"Biztos vagy benne, hogy törölni szeretnéd a kijelölt objektumokat? Nem lehet visszavonni.",
DeletionTool.Title.Buildings,Épületek bontása,
DeletionTool.Title.Objects,Objektumok törlése,
DeletionTool.Title.RecoveredGoodStack,Törmelék törlése,Rubble should be the same as RecoveredGoodStack.DisplayName
Distribution.BalanceInfo,A kapcsolt kerületek az áruk egyensúlyozását végzik el egymás között a tárolók kitöltöttségi arányai és az egyedi export küszöbértékek alapján.,
Distribution.ExportAll,Minden árut exportálj ki korlátozás nélkül,A setting for the distribution panel that makes it so all goods are exported.
Distribution.ExportNone,Ne exportálj ki egyetlen árut sem,A setting for the distribution panel that makes it so no goods are exported.
Distribution.ExportThreshold,Export küszöbérték: {0},{0} stands for export threshold (minimum) value as percent. Tooltip for export threshold slider.
Distribution.ImportAuto,Szükség esetén importálj,A setting for the distribution panel that makes it so local storage will be filled based on fill rate of all storages in the network.
Distribution.ImportAuto.Description,"Csak akkor importáld be az árut, ha megfelelő tároló",
Distribution.ImportAutoAll,Szükség esetén importálj be mindent,A setting for the distribution panel that makes it so all goods are imported if there's a storage that needs them.
Distribution.ImportDisabled,Ne importálj,A setting for the distribution panel that disables import of the chosen good.
Distribution.ImportDisabled.Description,Teljesen tiltsd le az áru importálását a kerületbe.,
Distribution.ImportDisabledAll,Ne importálj semmit,A setting for the distribution panel that makes it so no goods are imported.
Distribution.ImportForced,Mindig importálj,"A setting for the distribution panel that makes it so all goods are imported alwyas, even if there's no storage for it."
Distribution.ImportForced.Description,"Mindig importálj minden árut a Határátkelőbe, még akkor is, ha nincs megfelelő tároló vagy munkahelyi igény.",
Distribution.ImportForcedAll,Mindig importáljon mindent,"District Crossing should be the same as in Building.DistrictCrossing.DisplayName. A setting for the distribution panel that makes it so all goods are imported. Additionally, it takes into account internal storage of the District Crossing building."
Distribution.ImportGoodTooltip.Disabled,Az importálás letiltva a elosztási beállítások miatt.,"The text shown on a good's tooltip when its import option is set to ""Do not import"""
Distribution.ImportGoodTooltip.Forced,Az importálás kötelezővé vált az elosztási beállítások miatt.,"The text shown on a good's tooltip when its import option is set to ""Import always"""
Distribution.ImportGoodTooltip.Importable,Az importálás engedélyezve a tároló- és munkahelyi igény alapján.,"The text shown on a good's tooltip when it is importable. ""Storage and workplace demand"" should be the same as in Distribution.ImportAuto.Description"
Distribution.ImportGoodTooltip.NonImportable,Az importálás blokkolva van a tároló- és munkahelyi igény hiánya miatt ebben a kerületben.,"The text shown on a good's tooltip when it is not importable. ""Storage and workplace demand"" should be the same as in Distribution.ImportAuto.Description"
Distribution.ImportedGoods,Importált áruk,The header of the panel that shows importable and non-importable goods
Distribution.ManageDistribution,Elosztás ablak,Label for button that opens distribution panel. Distribution should be the same as in BatchControl.Distribution
Distribution.Reset,Összes alaphelyzetbe állítása,A button that resets distribution settings to default.
Districts.DefaultDistrictName,{0}. kerület,"{0} is a number. By default districts are named District 1, District 2 etc."
Districts.Districts,Kerületek,
Districts.GlobalView,Globális nézet,
Dwelling.Inhabitants,Lakosok száma: {0},{0} stands for a number. How many beavers live in this house.
Dwelling.AssignAny,Hódok hozzárendelése,A button which assigns a random beaver to this house. Please keep short - constrained space.
Dwelling.AssignUnemployed,Munkanélküliek hozzárendelése,A button which assigns a unemployed beaver to this house. Please keep short - constrained space.
Dwelling.Dwellers,Lakók,Header for the box of the inhabitants/tenants of this house
Dwelling.Newborn,{0} megszületett!,{0} stands for beaver name. Notification that shows when a new beaver is born.
Dwelling.NoBeaverCanReach,Egy hód sem érheti el ezt a lakást.,Information that this building is unreachable for any beavers.
Dwelling.NoUnemployedCanReach,Egy munkanélküli hód sem érheti el ezt a lakást.,Information that this building is unreachable for any unemployed beavers.
Dwellings.FreeBeds,Szabad ágyak,Label before number of unoccupied beds
Dwellings.OccupiedBeds,Elfoglalt ágyak,Label before number of occupied beds
Emptying.Empty,Tároló kiürtése,A command for beavers to empty this storage.
Enterable.DistanceToDistrict,Távolság a Kerületközpontjától: {0},{0} stands for distance to District Center. District Center must be the same as Building.DistrictCenter.DisplayName
Enterable.DistanceToDistrictLarge,"Fontold meg az utak optimalizálását, vagy a kerület kisebb részekre bontását!",
EntityPanel.ChangeName,Új név:,Shown when renaming a beaver or a district
EntityPanel.Hide,Leírás elrejtése,Tooltip for a button which hides description
EntityPanel.Show,Leírás megjelenítése,Tooltip for a button which shows description
Experimental.Header,<RedHighlight>Kísérleti mód információ</RedHighlight>,Welcome text that is shown to players of the experimental versions of the game
Experimental.WelcomeText,"Ez a Timberborn verzió prototípus, befejezetlen funkciókhoz ad hozzáférést, ezért sokkal nagyobb eséllyel tartalmazhat komoly hibákat is. Te igazán bátor hód vagy!

A kísérleti mentések külön tárolódnak a fő játék mentéseitől. Az új frissítések várhatóan nem lesznek kompatibilisek a korábbi mentésekkel.

Ebben a Kísérleti módban <RedHighlight>a játék számos része nincs lefordítva, és angolul jelenik meg</RedHighlight>, függetlenül attól, milyen nyelvet választasz. Ez lehetővé teszi, hogy gyorsan adjunk hozzá új tartalmat, és azonnal változtassunk, anélkül, hogy hosszadalmas fordításokra várnánk.

Erősen javasoljuk, hogy csatlakozz a hivatalos Discord szerverünkhöz, és vegyél részt az új tartalmakkal kapcsolatos beszélgetésekben.",Welcome text that is shown to players of the experimental versions of the game.
Explosions.BlownInExplosionMessage,{0} felrobbant egy robbanás következtében.,{0} stands for character name. Notification that shows when a character (Beaver/Bot) is killed/destroyed by an explosion (another bot or dynamite)
